id,smile
991,BrC1C=C(/C=N/NC2N=C(C3=CC=CC=C3)C(=NN=2)C4=CC=CC=C4)C(O)=CC=1
992,BrCCCCCCCCCCC(=O)OC
993,CCCc1ccc(cc1)N(c2ccc(O)cc2)c3c(C)cccc3
994,CC(=O)NC1=C(C#N)C2=C(CCCCC2)S1
995,N=C1NC(=CS1)C2=CC=CC=C2
996,CCCCCCCCCCCCCCCC(=O)N(c1nnc(Cl)cc1)c2ccc(Cl)cc2
997,COC(=O)C1=C(C=CC=C1)C2C=C(C=CC=2)C(=O)N3CCCC3
998,CCOC(=O)C1=CN=C(NN)C=C1
999,c1ccc(cc1)Nc2ccc(cc2)N(c3ccccc3)C(C)(C)C
1000,CC1N=C(NC(=O)C=1)N2CCC(CC2)NC(=O)C3=C(C)N(N=C3)C4=CC=CC=C4
1001,OC(=O)CC1=C(C)N2C(=NC(N)=N2)N=C1C
